key_id,max_floor_avg_100,max_floor_avg_250,max_floor_avg_500,max_floor_avg_1000,max_floor_avg_2000,max_floor_avg_5000,max_floor_max_100,max_floor_max_250,max_floor_max_500,max_floor_max_1000,max_floor_max_2000,max_floor_max_5000,max_floor_min_100,max_floor_min_250,max_floor_min_500,max_floor_min_1000,max_floor_min_2000,max_floor_min_5000,max_floor_med_100,max_floor_med_250,max_floor_med_500,max_floor_med_1000,max_floor_med_2000,max_floor_med_5000,max_floor_mod_100,max_floor_mod_250,max_floor_mod_500,max_floor_mod_1000,max_floor_mod_2000,max_floor_mod_5000,max_floor_sd_100,max_floor_sd_250,max_floor_sd_500,max_floor_sd_1000,max_floor_sd_2000,max_floor_sd_5000,max_floor_NA_100,max_floor_NA_250,max_floor_NA_500,max_floor_NA_1000,max_floor_NA_2000,max_floor_NA_5000,build_year_avg_100,build_year_avg_250,build_year_avg_500,build_year_avg_1000,build_year_avg_2000,build_year_avg_5000,build_year_max_100,build_year_max_250,build_year_max_500,build_year_max_1000,build_year_max_2000,build_year_max_5000,build_year_min_100,build_year_min_250,build_year_min_500,build_year_min_1000,build_year_min_2000,build_year_min_5000,build_year_med_100,build_year_med_250,build_year_med_500,build_year_med_1000,build_year_med_2000,build_year_med_5000,build_year_mod_100,build_year_mod_250,build_year_mod_500,build_year_mod_1000,build_year_mod_2000,build_year_mod_5000,build_year_sd_100,build_year_sd_250,build_year_sd_500,build_year_sd_1000,build_year_sd_2000,build_year_sd_5000,build_year_NA_100,build_year_NA_250,build_year_NA_500,build_year_NA_1000,build_year_NA_2000,build_year_NA_5000,full_sq_avg_100,full_sq_avg_250,full_sq_avg_500,full_sq_avg_1000,full_sq_avg_2000,full_sq_avg_5000,full_sq_max_100,full_sq_max_250,full_sq_max_500,full_sq_max_1000,full_sq_max_2000,full_sq_max_5000,full_sq_min_100,full_sq_min_250,full_sq_min_500,full_sq_min_1000,full_sq_min_2000,full_sq_min_5000,full_sq_med_100,full_sq_med_250,full_sq_med_500,full_sq_med_1000,full_sq_med_2000,full_sq_med_5000,full_sq_mod_100,full_sq_mod_250,full_sq_mod_500,full_sq_mod_1000,full_sq_mod_2000,full_sq_mod_5000,full_sq_sd_100,full_sq_sd_250,full_sq_sd_500,full_sq_sd_1000,full_sq_sd_2000,full_sq_sd_5000,full_sq_NA_100,full_sq_NA_250,full_sq_NA_500,full_sq_NA_1000,full_sq_NA_2000,full_sq_NA_5000,count.clean_100,count.clean_250,count.clean_500,count.clean_1000,count.clean_2000,count.clean_5000,count.all_100,count.all_250,count.all_500,count.all_1000,count.all_2000,count.all_5000
273,12,11.4,12.0294117647059,12.2142857142857,12.1516587677725,13.1264285714286,12,15,16,22,22,32,12,9,9,9,9,3,12,12,12,12,12,12,12,12,10.5,12,12,12,NA,1.89736659610103,2.74673684211964,2.78527053600954,2.8777859540438,4.29410405360655,0,4,9,22,65,516,1976,1979.9,1978.58823529412,1979.51041666667,1977.9619047619,1983.23755334282,1976,2013,2013,2013,2013,2018,1976,1975,1975,1974,1966,1942,1976,1976.5,1977,1978,1976,1978,1976,1976,1977,1979,1974,1975,NA,11.6757107801719,6.4437785219488,6.78542523457706,6.75606948035781,14.4866279532004,0,4,9,24,66,510,64,49.5714285714286,45.7186046511628,47.6933333333333,49.2235507246377,50.3709916492693,64,90,90,100.1,100.1,219.6,64,32,32,32,30,10,64,46.5,39,46,47,47,64,37.7142857142857,36.1909090909091,37.7566666666667,38.7804347826087,39.3058559498956,NA,15.9408246370723,12.8039290066231,12.0987306323087,13.3939439395422,15.8354543434712,0,0,0,0,0,0,1,14,43,120,276,1916,1,42,115,306,720,8104
305,12,10.8,13.0909090909091,12.1111111111111,12.8513513513514,13.1772525849335,12,12,17,17,22,32,12,9,9,9,9,3,12,12,12,12,12,12,12,12,12,12,12,12,NA,1.54919333848297,2.65004288129971,2.67600406061469,3.65484528991149,4.21673183064459,0,4,8,22,69,473,1976,1975.9,1980.28125,1978.46391752577,1978.48416289593,1982.73770491803,1976,1977,2002,2013,2013,2016,1976,1975,1975,1974,1974,1942,1976,1976,1977.5,1977,1977,1978,1976,1975,1977,1976,1974,1975,NA,0.875595035770913,7.42373862425734,6.14590286232439,5.82985832126919,13.5082948011531,0,4,9,24,70,485,32,42.2571428571429,47.2121951219512,47.3727272727273,50.0807560137457,50.2210509031199,32,65,100.1,100.1,100.1,219.6,32,32,32,32,30,10,32,39,45,45,50,47,32,34.4285714285714,37.2380952380952,37.2737704918033,44.4472602739726,39.1186542669584,NA,10.5805855796733,13.2998908853034,12.3939165184645,13.900537354247,15.5581657977855,0,0,0,0,0,0,1,14,41,121,291,1827,1,40,107,305,785,6499
322,12,10.2857142857143,12.7083333333333,12.1881188118812,12.6467889908257,13.1532951289398,12,12,16,22,22,32,12,9,9,9,9,3,12,9,12,12,12,12,12,9,12,12,12,12,NA,1.60356745147455,2.40432882556635,2.80611072941582,3.39815804829154,4.25674205627085,1,4,10,22,65,513,1976,1975.42857142857,1979.20833333333,1979.30303030303,1978.64055299539,1983.28887303852,1976,1976,2013,2013,2013,2018,1976,1975,1975,1974,1968,1942,1976,1975,1977,1977,1977,1979,1976,1975,1977,1976.5,1974,1975,NA,0.534522483824849,7.58705514657047,6.73924622663054,6.49571195226931,14.3631896875659,1,4,10,24,66,507,40,41,45.9617647058824,47.3292682926829,49.4840989399293,50.2843111576742,45,64,90,100.1,100.1,219.6,35,32,32,32,30,10,40,37,40,45,47,47,35,33.3333333333333,36.4705882352941,37.458064516129,38.706338028169,39.1959267015707,7.07106781186548,11.4017542509914,12.8348723525634,12.1250433949355,13.6295151208652,15.7630739856652,0,0,0,0,0,0,2,11,34,123,283,1909,4,25,82,313,751,8031
345,16,16,13.08,12.0337078651685,13.1985018726592,13.2712886209495,16,16,17,17,22,32,16,16,9,9,9,3,16,16,12,12,12,12,16,16,12,12,12,12,NA,NA,2.72213151776324,2.49749619256351,3.54057012992559,4.15629200975226,0,1,6,25,80,459,1979,1979,1981.25,1977.82954545455,1978.47744360902,1983.17414448669,1979,1979,2002,2013,2013,2016,1979,1979,1974,1974,1974,1942,1979,1979,1979,1975.5,1977,1979,1979,1979,1977,1974,1974,1975,NA,NA,8.37828456033292,6.55168942134563,5.60470309975744,13.5166372737703,0,1,7,26,81,471,37,34.5,47.3032258064516,48.1131578947368,50.7276657060519,50.2052967525196,37,37,100.1,100.1,100.1,219.6,37,32,32,30,30,10,37,34.5,45,46.1,52,47,37,32,37.21875,38.259649122807,44.6022988505747,39.1374580067189,NA,3.53553390593274,14.0770376588014,12.6797833176951,13.8892995792163,15.6280483053213,0,0,0,0,0,0,1,2,31,114,347,1786,1,2,71,296,931,6354
376,9,11.2941176470588,11.6206896551724,11.90625,12.7942238267148,12.9395189003436,9,16,16,22,23,32,9,9,9,9,8,3,9,12,12,12,12,12,9,9,12,12,12,12,NA,2.64018715914121,2.32092643299807,2.7180685836448,3.21526632325072,4.24674627964836,1,3,7,16,86,536,1976,1979,1980.39285714286,1979.71428571429,1981.23161764706,1982.47195622435,1976,1982,2013,2013,2013,2018,1976,1976,1976,1974,1965,1942,1976,1980,1980,1978,1977,1978,1976,1982,1980,1979.5,1974,1975,NA,2.54950975679639,6.81142442118406,6.24610477696241,12.8572072754303,14.439241112977,1,3,8,17,91,529,59.5,49.995,50.9527777777778,47.48375,48.904132231405,50.2332094424912,60,65,90,90,100.1,134,59,35,35,32,31,10,59.5,53,52.15,46,45,47,59,58,55.6,37.3975,38.2192307692308,39.2980020080321,0.707106781186548,12.1246367281446,11.9803049355685,11.7706935337652,13.7748734140691,15.3541867760425,0,0,0,0,0,0,2,20,36,80,363,1991,4,54,84,210,1013,8195
416,15,13.5,11.1470588235294,12.28125,12.3559322033898,13.1557719054242,15,15,16,22,23,32,15,12,9,9,8,3,15,13.5,9,12,12,12,15,13.5,9,12,12,12,NA,2.12132034355964,2.64153712070667,2.77470956280018,3.11215988138446,4.27638618930436,1,3,11,20,64,526,2013,1994.5,1978.61764705882,1979.62765957447,1979.73931623932,1983.28739612188,2013,2013,2013,2013,2013,2018,2013,1976,1975,1974,1965,1942,2013,1994.5,1977,1978,1976,1979,2013,1994.5,1977,1979,1974,1975,NA,26.1629509039023,6.38660865040876,6.80920320059185,10.3879879232071,14.4902225406954,1,3,11,22,66,520,69,61,46.3755555555556,47.8120689655172,48.922,50.2722097759674,90,90,90,100.1,100.1,134,48,38,32,32,30,10,69,64,39,46,47,47,48,59,36.0826086956522,37.7655172413793,38.7866666666667,39.225366598778,29.698484809835,19.7737199332852,13.0520488735669,12.2159279856965,12.6146825850835,15.3371678175292,0,0,0,0,0,0,2,5,45,116,300,1964,4,7,127,296,808,8294
444,12,11,11.3030303030303,12.25,12.729537366548,12.9805420430855,16,16,16,22,23,32,9,9,9,9,8,3,9,9,12,12,12,12,9,9,9,12,12,12,3.74165738677394,2.85356919363403,2.33833338733018,2.78627588966587,3.24667128426378,4.23110667364129,1,3,8,18,83,534,1978.28571428571,1978.2,1979.96875,1979.48,1981.30072463768,1982.57399723375,1980,1982,2013,2013,2013,2018,1977,1976,1976,1974,1965,1942,1977,1977,1978,1978,1977,1978,1977,1976,1982,1982,1974,1975,1.60356745147455,2.33605283697584,6.45322812442009,5.85260394807072,12.9839117029251,14.4465985339587,1,3,9,19,88,527,46.4,48.6222222222222,49.890243902439,47.2340425531915,49.1153846153846,50.2163304612266,63,65,90,90,100.1,134,35.2,35,35,32,30,10,37.5,49,51,45.75,45,47,36.3,37.3555555555556,39.3761904761905,37.263829787234,38.260989010989,39.2196656534954,13.4979363502087,12.2255063918002,12.8767776419034,11.6208244038935,13.6812527665463,15.3286212335345,0,0,0,0,0,0,8,18,41,94,364,1973,26,50,105,250,1012,8159
461,12,11.5,11.5,11.8367346938776,12.9084745762712,12.8477815699659,12,12,16,22,23,32,12,9,9,9,5,3,12,12,12,12,12,12,12,12,12,12,12,12,0,1.22474487139159,2.2494443758404,2.62477728242092,3.32201930924823,4.20147119124182,0,2,5,13,91,542,1982,1981,1979.32,1980.39583333333,1982.28865979381,1982.11436351259,1982,1982,1982,2013,2014,2018,1982,1976,1976,1976,1965,1942,1982,1982,1980,1980,1977,1978,1982,1982,1981.5,1979.5,1974,1975,0,2.44948974278318,2.44472220644119,6.82217779957969,13.7807652779492,14.348019329217,0,2,6,14,95,538,58.85,58.7125,50.1193548387097,48.9435483870968,48.6932642487047,50.1943298455406,64.7,65,65,90,100.1,134,53,53,35,33,21,10,58.85,59.5,52.3,52,45,47,53,62.925,55.425,57.4709677419355,38.1580310880829,39.1706175298805,8.27314933988261,5.15237462590933,9.94342058364353,11.8039257288571,13.8828327592354,15.4356318511711,0,0,0,0,0,0,2,8,31,62,386,2007,4,18,77,158,1036,8187
475,12,18.6666666666667,16.8823529411765,15,13.8619246861925,13.5994020926756,12,22,22,22,24,32,12,12,9,9,9,2,12,22,16,16,12,12,12,22,22,16,12,12,NA,5.77350269189626,4.79429808393753,3.84155902695452,3.70580031084836,4.32879070429735,0,4,12,28,91,443,1984,1984,1980.35294117647,1979.08955223881,1978.90794979079,1984.95060790274,1984,1984,1984,2006,2010,2018,1984,1984,1976,1974,1974,1957,1984,1984,1979,1978,1977,1979,1984,1984,1983,1977,1974,1975,NA,0,3.06066121268322,4.76009722107101,6.84828841261394,14.9735327842437,0,4,12,28,91,465,53,57.1142857142857,61.5379310344828,54.5021052631579,50.4321212121212,50.1405109489051,53,98,98,98,100.1,219.6,53,37.8,37,30,30,10,53,53,60,53,51,46,53,41.7,46.0666666666667,45.1041666666667,44.1672727272727,39.1038945005612,NA,22.8055131179158,21.632142318337,17.042868221718,13.8795381433753,15.6018174761471,0,0,0,0,0,0,1,7,29,95,330,1781,1,37,131,299,988,8699
477,NA,11.8571428571429,12.92,12.2201834862385,12.8851063829787,13.1630811936155,-Inf,16,16,22,22,32,Inf,9,9,9,8,3,NA,12,12,12,12,12,NA,9,12,12,12,12,NA,3.13201593379149,2.5152865973218,2.76672623150451,3.54452621955501,4.26359556786519,1,3,9,23,66,531,NA,1977,1979.28,1979,1979.34188034188,1983.46233586731,-Inf,1981,2013,2013,2013,2018,Inf,1975,1975,1974,1965,1942,NA,1976,1977,1977,1977,1979,NA,1975,1977,1977,1974,1975,NA,2.76887462097269,7.41350119714026,6.57467984728835,8.5439157310893,14.4835886834476,1,3,9,25,67,525,37,44,46.5735294117647,47.6810606060606,49.7514950166113,50.4484888438134,37,64,90,100.1,100.1,219.6,37,32,32,32,30,10,37,40.5,41.5,46,47,47,37,34.6,36.4705882352941,37.9227272727273,38.7569536423841,39.304168356998,NA,11.6619037896906,12.9410389921396,12.0626869804011,13.8532826226906,15.8889797939426,0,0,0,0,0,0,1,10,34,132,301,1972,1,26,82,332,801,8378
508,12,11.0769230769231,11.258064516129,12.253164556962,12.7552447552448,13.0384087791495,16,16,16,22,23,32,9,9,9,9,8,3,9,9,12,12,12,12,9,9,9,12,12,12,3.74165738677394,3.01279323501018,2.40787239328948,2.78948738251121,3.28359405832765,4.32561516315506,0,3,8,19,83,545,1978.28571428571,1978.15384615385,1979.8,1979.39743589744,1981.48581560284,1982.67440273038,1980,1982,2013,2013,2013,2018,1977,1976,1976,1974,1965,1942,1977,1977,1978,1978,1977,1978,1977,1976.5,1982,1982,1974,1975,1.60356745147455,2.30384294336491,6.67160736461508,5.79148444194509,13.1385233008947,14.4580061324779,0,3,9,20,87,538,47.6,48.575,49.3564102564103,47.2040816326531,49.3314363143631,50.203854218672,63,65,90,90,100.1,134,35.2,35,35,32,30,10,37,45.5,46,45.75,46,47,36.3,36.275,38.345,37.3755102040816,38.5254054054054,39.2351397205589,14.1109886258901,12.9680376310373,13.2851677261324,11.4784057081772,13.6721029976024,15.3055506089547,0,0,0,0,0,0,7,16,39,98,369,2003,25,48,97,254,1031,8339
529,12,11.25,11.2424242424242,12.1014492753623,12.7966101694915,12.9301075268817,12,16,16,22,23,32,12,9,9,9,5,3,12,10.5,12,12,12,12,12,9,10.5,12,12,12,0,2.72029410174709,2.29170110166966,2.81354354515394,3.29284764494524,4.23873412340617,1,3,8,17,92,548,1982,1978.8125,1980.25,1979.63235294118,1981.76206896552,1982.39678284182,1982,1982,2013,2013,2013,2018,1982,1976,1976,1974,1965,1942,1982,1978.5,1980,1978,1977,1978,1982,1978.33333333333,1982,1982,1974,1975,0,2.5091499224505,6.3905171682282,6.10823865411813,13.5713649741529,14.4160909556792,1,3,9,18,97,544,60,49.8368421052632,49.9121951219512,47.146511627907,48.9235142118863,50.1325245579568,65,65,90,90,100.1,134,53,35,35,32,31,10,62,53,52,45.5,45,47,63.5,60.47,58.1666666666667,36.9976744186047,38.1938144329897,39.1844793713163,6.2449979983984,12.4356660245314,12.62422661239,11.8248263031583,13.7478548511003,15.3516761271661,0,0,0,0,0,0,3,19,41,86,387,2036,9,53,107,230,1065,8396
532,9,11.1428571428571,11.28125,12.2105263157895,12.8178694158076,12.983651226158,9,16,16,22,23,32,9,9,9,9,8,3,9,9,12,12,12,12,9,9,9,12,12,12,0,2.90509215681025,2.37234571543618,2.81100593844355,3.24161894367497,4.31114404045824,1,3,8,18,87,544,1977,1978.35714285714,1980.09677419355,1979.45333333333,1982.12237762238,1982.49220338983,1977,1982,2013,2013,2013,2018,1977,1976,1976,1974,1965,1942,1977,1977,1978,1978,1977,1978,1977,1976.5,1982,1982,1974,1975,0,2.34051745945677,6.51846013876323,5.87319456636798,13.6408463984984,14.4317196520719,1,3,9,19,92,537,52.24,48.7764705882353,49.5375,47.2287234042553,49.478835978836,50.1965805168986,63,65,90,90,100.1,134,35.2,35,35,32,30,10,62,52,49.5,45.5,45.75,47,62.6666666666667,59.8888888888889,38.795,37.2531914893617,38.5354497354497,39.2325149105368,14.3174019989662,12.5836962679773,12.8386373488139,11.6217410494059,13.8711664656911,15.3568946814959,0,0,0,0,0,0,5,17,40,94,378,2012,17,49,104,250,1052,8332
543,14,14,11.8888888888889,12.2718446601942,13.4309764309764,13.3445255474453,16,16,16,22,24,32,12,12,9,9,9,3,14,14,12,12,12,12,14,14,12,12,12,12,2.82842712474619,2.82842712474619,1.88788309068718,3.12232371598425,3.56353293078189,4.2558243458954,0,1,4,33,89,461,1981,1981,1977.19230769231,1977.22549019608,1978.90540540541,1983.4734904271,1981,1981,1983,2002,2013,2016,1981,1981,1974,1974,1972,1942,1981,1981,1975,1975,1977,1979,1981,1981,1975,1974,1974,1975,0,0,3.11151706753128,5.18930137564101,6.46852912087684,13.7626620376865,0,1,5,34,90,473,37.75,42.5,52.5612903225806,50.0198529411765,50.9634715025907,50.1025450573457,38.5,52,100.1,100.1,100.1,219.6,37,37,32,30,30,10,37.75,38.5,53,47,52,47,37,37.75,56.0625,38.9823529411765,44.6051813471503,39.1730895196507,1.06066017177982,8.26135582092915,13.4923849490334,14.7624991352736,13.7222309863245,15.5311342648221,0,0,0,0,0,0,2,3,31,136,386,1831,4,5,77,378,1108,6503
626,22,17,16.68,15.4810126582278,13.8728813559322,13.5509461426492,22,22,22,22,24,32,22,12,9,9,9,2,22,17,16,16,12,12,22,17,16,16,12,12,0,5.77350269189626,4.19046536795139,3.77868773685498,3.73493367207503,4.35529947092483,4,4,14,30,90,454,1984,1982.5,1980.76,1979.40506329114,1978.95338983051,1984.74444444444,1984,1984,2006,2006,2010,2018,1984,1978,1976,1974,1974,1957,1984,1984,1979,1979,1977,1979,1984,1984,1977,1977,1974,1975,0,3,5.93913573959489,4.92903222243363,6.88955030127283,14.9900098517174,4,4,14,30,90,478,57.8,57.875,60.4538461538462,53.9577981651376,50.4006134969325,50.1147975929978,98,98,98,98,100.1,219.6,37.8,37.8,35.8,30,29,10,49,56.5,60,53,51,46,37.9333333333333,41.7,45.35,44.6490909090909,44.1693251533742,39.1389168490153,24.9030118660374,21.2231511057416,20.3717276500888,16.860370440869,13.959984557772,15.5953530793985,0,0,0,0,0,0,6,8,39,109,326,1828,36,38,149,331,972,9024
648,16,14.4,12.2941176470588,11.9846153846154,13.0653846153846,13.295967190704,16,16,16,22,22,32,16,12,9,9,9,3,16,16,12,12,12,12,16,16,12,12,12,12,NA,2.06559111797729,2.73617086747936,2.79807413110738,3.54120175789377,4.25671162382936,0,1,8,38,75,536,1981,1980.44444444444,1977.15151515152,1977.91472868217,1979.23166023166,1983.8929058663,1981,1982,1982,2013,2013,2018,1981,1979,1974,1974,1966,1942,1981,1980,1976,1976,1977,1979,1981,1980.5,1974,1974,1974,1975,NA,1.33333333333333,2.796439836216,6.24003080890824,7.58060059444383,14.4591736937187,0,2,9,39,76,533,37,54,46.7285714285714,47.2779761904762,50.8838805970149,50.3708904452226,37,100.1,100.1,100.1,100.1,219.6,37,37,32,30,30,10,37,53,45,45,52,47,37,57.3166666666667,36.7619047619048,37.7952380952381,44.7208333333333,39.28286,NA,18.4907003653188,13.1605709290175,12.0085419976619,13.912568409398,15.8369130837903,0,0,0,0,0,0,1,11,42,168,335,1999,1,29,98,456,901,8427
677,12,10.125,10.9285714285714,12.0571428571429,12.91875,13.0137254901961,12,12,16,22,23,32,12,9,9,9,5,2,12,9,10.5,12,12,12,12,9,9,12,12,12,NA,1.5526475085203,2.29215362791595,2.81757277742877,3.30283790769606,4.32816016514081,0,3,5,16,102,573,1981,1978.625,1979.14285714286,1979.63768115942,1982.78164556962,1983.14434330299,1981,1982,1982,2013,2014,2018,1981,1976,1976,1974,1965,1942,1981,1977,1979,1978,1977,1978,1981,1977,1982,1982,1974,1975,NA,2.55999441963678,2.3367322183591,6.09235541838331,14.2438996738402,15.1115125378634,0,3,5,17,106,565,52,55.6545454545455,48.469696969697,47.4604651162791,48.9369668246445,50.3121921065145,52,65,65.3,90,100.1,134,52,35.2,35,32,21,10,52,60,52,46,45,47,52,61.5,58.8,37.4627906976744,38.1184834123223,39.251711026616,NA,10.2777783237783,11.6614612304935,11.6920614503,13.8219491629791,15.4612648526614,0,0,0,0,0,0,1,11,33,86,422,2103,1,31,93,230,1162,10659
709,16,16,12.4571428571429,12.0746268656716,13.0553359683794,13.2706359945873,16,16,16,22,22,32,16,16,9,9,9,3,16,16,12,12,12,12,16,16,12,12,12,12,0,0,2.57068149745248,2.70512425373493,3.57195052337504,4.25791275039262,0,1,7,39,77,547,1982,1980.875,1977.64705882353,1978.21804511278,1979.64285714286,1983.84469952735,1982,1982,1982,2013,2013,2018,1982,1979,1974,1974,1966,1942,1982,1981,1977,1977,1977,1979,1982,1981.5,1976,1974,1974,1975,0,1.24642345475822,2.68421144609437,6.15622171842716,8.40362688321296,14.4822417092986,0,1,8,40,78,544,43.3666666666667,46.5444444444444,45.6333333333333,48.0346820809249,50.4424242424242,50.4036345679012,55.1,55.1,100.1,100.1,100.1,219.6,37,37,32,32,30,10,38,53,39,46,50.5,47,37.5,53.98,35.3809523809524,38.3540229885057,44.3781818181818,39.1982329713722,10.1736587977646,8.85001569364585,13.666652786033,11.9143776510202,13.9078082702955,15.8803109763108,0,0,0,0,0,0,3,9,42,173,330,2025,9,17,98,463,884,8499
727,NA,10.2857142857143,11.8648648648649,12.2169811320755,12.6867924528302,13.1286472148541,-Inf,15,16,22,23,32,Inf,9,9,9,8,3,NA,9,12,12,12,12,NA,9,9,12,12,12,NA,2.36038737740833,2.94544999544648,2.76372666618009,3.23978802008624,4.3002015693499,1,3,8,23,84,555,NA,1983,1979.78378378378,1979.30769230769,1981.2183908046,1983.26336633663,-Inf,2013,2013,2013,2013,2018,Inf,1978,1974,1974,1965,1942,NA,1978,1980,1978,1977,1979,NA,1978,1982,1982,1974,1975,NA,13.228756555323,6.1197999928063,6.62604001446854,12.124760382111,14.6035662034917,1,3,8,25,88,548,38,44.07,46.2911111111111,47.6790697674419,49.1951289398281,50.343490063015,38,90,90,100.1,100.1,134,38,36,32,32,30,10,38,37.3,38,46,47,47,38,36.14,36.0391304347826,38.16,38.6445714285714,39.2015600775194,NA,16.6770667551448,13.1200197862625,11.9027877145611,13.255116309882,15.5287856117573,0,0,0,0,0,0,1,10,45,129,349,2063,1,32,117,325,983,8607
755,12,11.7142857142857,12.8181818181818,11.808,13.3784722222222,13.2761970853574,12,16,16,17,24,32,12,9,9,9,9,3,12,12,12,12,12,12,12,12,12,12,12,12,0,2.36038737740833,2.69785268146893,2.57060304208954,3.55138807223934,4.26061367189404,0,2,5,35,78,496,1979.66666666667,1978,1977.34375,1977.03225806452,1979.32055749129,1983.39118264521,1980,1981,1982,2013,2013,2017,1979,1974,1974,1974,1972,1942,1980,1979.5,1976,1975,1977,1979,1980,1977,1974,1974,1974,1975,0.577350269189626,3.16227766016838,3.04386612184931,5.70114163987371,7.33525558609184,13.8482757095236,1,3,6,36,79,508,66.525,56.7888888888889,48.5763157894737,47.739375,51.124043715847,49.9856272586474,100.1,100.1,100.1,100.1,100.1,219.6,38,37,32,30,30,10,64,53,49,45.25,52,47,64,58.2,38.3684210526316,38.01375,44.7775956284153,39.0899380804954,25.5193227444094,19.0466824174477,13.3470805434266,12.1636022515004,14.0393174340679,15.4910240349796,0,0,0,0,0,0,4,9,38,160,366,1937,16,21,80,432,976,6933
779,16,15.5,12,12.128,13.2252964426877,13.2418387741506,16,16,16,22,23,32,16,12,9,9,8,3,16,16,12,12,12,12,16,16,12,12,12,12,0,1.4142135623731,2.66556994991592,2.77365486142789,3.85457783020068,4.26577171798831,0,1,8,34,86,559,1981,1980.5,1978.39473684211,1978.48780487805,1980.30555555556,1983.88063660477,1981,1982,2013,2013,2013,2018,1981,1978,1974,1974,1965,1942,1981,1981,1978,1977,1977,1979,1981,1982,1975,1974,1974,1975,0,1.60356745147455,6.34818328421268,6.32243708673433,9.5399082538002,14.6456149597984,0,1,9,36,87,552,45.5,44.9888888888889,44.7148936170213,47.3974842767296,50.498820058997,50.3784563106796,54,55.1,100.1,100.1,100.1,219.6,37,37,32,32,30,10,45.5,39,38,45,48,47,37,37.6,34.9208333333333,37.77125,44.1305882352941,39.2604951456311,12.0208152801713,8.80375551177514,14.4505901598065,12.0045083814033,14.3382468958868,15.8753055595955,0,0,0,0,0,0,2,9,47,159,339,2060,4,17,117,407,967,8632
831,12,12.8333333333333,12.9722222222222,12.1465517241379,13.1018867924528,13.1881967213115,12,16,16,22,23,32,12,9,9,9,8,3,12,12,13.5,12,12,12,12,12,16,12,12,12,NA,2.71416039810964,3.18466065571569,2.82305511457181,3.72860007881531,4.33300429355828,0,1,8,32,87,558,1978,1980,1979.30555555556,1978.81578947368,1980.54924242424,1983.62402088773,1978,1981,2013,2013,2013,2018,1978,1978,1974,1974,1965,1942,1978,1980,1978.5,1977,1977,1979,1978,1980,1978,1974,1974,1975,NA,1.09544511501033,6.31921986344356,6.51555767752015,10.5695883147135,14.7228130927271,0,1,8,34,88,551,39,38.8571428571429,44.4022727272727,47.4513513513513,49.8258522727273,50.3930004800768,39,54,90,100.1,100.1,219.6,39,33,32,32,30,10,39,38,38,45,47,47,39,38,35.3954545454545,37.8297297297297,38.7659090909091,39.2688195777351,NA,7.1046597720222,12.5764913330178,11.7737600932266,14.0219033729496,15.8963118014541,0,0,0,0,0,0,1,7,44,148,352,2083,1,15,118,376,980,8705
844,NA,12.5555555555556,11.8444444444444,11.8264462809917,13.46,13.2572413793103,-Inf,16,16,17,24,32,Inf,9,9,9,9,3,NA,12,12,12,12,12,NA,12,12,12,12,12,NA,2.185812841434,2.35444990251106,2.35116171976895,3.55770396816312,4.27432743978146,1,2,10,38,88,498,NA,1978.5,1976.34090909091,1976.8347107438,1978.98662207358,1983.3008356546,-Inf,1981,1983,2002,2013,2016,Inf,1974,1974,1974,1972,1942,NA,1979.5,1975,1975,1977,1979,NA,1980.5,1974.5,1974,1974,1975,NA,2.67261241912424,2.86066492366667,5.30620251441339,6.47554679826793,13.8152579135379,1,3,11,38,89,512,52,54.7818181818182,50.6927272727273,47.962893081761,50.9113402061856,49.8697433264887,52,100.1,100.1,100.1,100.1,219.6,52,32,30,30,30,10,52,53,52.3,46.2,52,46.2,52,59.5,57.8357142857143,39.0425,44.5659793814433,39.0359856262834,NA,19.3719807031608,13.0916265936929,11.8287546743824,13.7493913516305,15.5462108052564,0,0,0,0,0,0,1,11,55,159,388,1948,1,25,149,409,1106,7308
856,9,9.85714285714286,11.7,12.2777777777778,12.8012820512821,13.0977635782748,9,12,22,22,23,32,9,9,9,9,5,2,9,9,12,12,12,12,9,9,9,12,12,12,NA,1.4638501094228,3.28161020190415,2.69426264236015,3.3198610589508,4.40138043421353,0,2,7,20,96,592,1978,1979.14285714286,1981.16666666667,1979.01123595506,1982.45779220779,1983.45581691036,1978,1982,2013,2013,2014,2018,1978,1978,1976,1974,1965,1942,1978,1978,1980,1978,1977,1979,1978,1978,1979,1982,1974,1975,NA,1.95180014589707,8.3792985194562,5.58303921391809,14.1302055120709,15.1986460508218,0,2,7,21,100,584,36.6,43.7777777777778,48.0810810810811,47.2090909090909,49.1946078431373,50.3855540101993,36.6,65.3,90,90,100.1,134,36.6,36,33,32,26,10,36.6,36.6,45,45.75,45.75,47,36.6,36.14,36.6789473684211,37.5163636363636,38.4509803921569,39.2860982391103,NA,12.4519855623288,13.5725384066061,11.2642940421,13.7117812054517,15.589421402884,0,0,0,0,0,0,1,9,37,110,408,2157,1,29,105,274,1136,10917
