order_id,products
1469370,14371 12392 14715
572575,47766 30489 45856 28985 44229 36724
1993661,26384 24852 16797 24884 18362 32988
2124734,256 19846 1940 13866 5422 31683 40772 7881 11869 7134 4210 32244 24053
1469376,32648 47380 5785 38558 28204
1361905,2063 30233 10798 47209 43654 1203 4809 6348 23765 8424 14127 41806 44910 13176 37754 21903 28597 18362 49609 45007 23029
1076162,5646 26128 6173 18465 36389 48679 47672 25659 46667 43086 8277 47209 19057 19068 42659 11941 4781 28849 21174 30391 48835 24810 18670 19182 5373 47873 19250 4920 44359 8518 5965 9554 7021 22395 45437 17794 22915 21903 22935 32689 45007 3550 26084 48104 48109 10749 29694
1730379,22476 11422
1087684,130 31759 10258 16953 196 46149 46562 6901
2255813,14399 8380 28427 27553 32211 46590
2649030,41588
1752225,32424 33589 44085 20919 31683 39408
406819,27662 31766 19048 47209 19057 39550 28289 21137 5785 47848 5876 14084 260 29993 4920 10749 1862 44359 34126 2913 13176 17794 28058 48058 34745 18370 34243 45007 44514 4605
1731532,25890 21938 4605
1731533,28199 47209 47734 19660 40706 22825 26940 15712 13176 24964 11140 37766 32655 31127 5082 8174
2517969,None
2735267,24852 42265 24964
27604,8193 47626 19982 162 25659 34126 26209 4605
616270,17281 13829 29447 22035 49683 17835 27325 16840 4809 48857 3957 13176 37754
2649049,14996 19348 32044 10673 17634
682970,None
289755,34050 10892 9741 5646 37646 36626 19863 4920 17600 44632 42460 1511 39527 3434 19836
2517984,38656 21376 48015 14996 6568 33320 31915 2480 21938 44359 5454 21072 24024 20213 13176 24186 46206
420833,8193 17027 5115 39661 24852 33572 28535 21903
2780130,49683 30630 32740 13176 40571 24957
1338340,6286 34487 29373 10070 13176
3042277,None
1589605,26554 12606 35672
2124776,40706 39275 18838 14233
3173353,19461 27147 25124 28204 26283 34050 45321 5900 12562 24852 36670 16261 429 26604
2124778,47616 24631 20542 27729 116 20084 39040 24195 21137 25767 1194 23737 27845 13541 31461 38159 17706 28465 13166 13176 14233 47011 13263 48595
1076203,26209 28985 36764
763097,24964 34565 37508 260 10761 45066 651 47626 42768 3988 47766 30489 42265 16797 38689 21288 23854 8239 4920 28985 13500 27464 37067 11598 2770 49235 25824 17122 4451 37220 8174 13176 46584 46969 29691 26620 4605
1533778,10673 32566 34487 24186 36316 47977 13176
27632,3459 40709 24852 23322 40354 43459 49605 46049 47977 3696 39408 4595
2780146,196 19691
2030422,12341 2643 23645 35939 6274 651 6287 18070 30391 40706 8968 27925 22825 8518 18288 3957 13176 1947 43961 27086
397822,34210 28593 43744 9321 17791
3042296,24838 22025 39947 30233 30489 17949 36011 27966 27086 8022 44632 5212 42719 13176 26620 20734
945148,5380 30489 27966 13176
668692,27845 8518 32734 38890
2385749,38471 38185 33065 27985 23763 32787 13083
1207296,40593 35108 31040 9536 28527
2780162,43014 47626 22035 8277 9839 21137 12955 27845 15604 40706 39180 42265 39275 7051 24489
1555627,22757 15686 3481 18382 19087 49683 24852 43735 30489 11068
834544,None
1134079,7715 6774 24852 329 35163 23909 5479 20842 7090
3064814,None
551948,34824 41065 21616 48848 33572 14129 31040 15177 46932 16759 46990 21903 22935 45007 9689
1970690,36929 26604 21137 49235 44632
1993742,37646 21137 25767 28715 12341 30391 27966 37067 13646 42450 47209 32747 24957 36735
289807,3873 40486 21927 45 10673 26165 25783 28993 44666 23039
1862672,12341 37687 43352 30827 39275 8048 9076 13176
2457393,10537 26410 44632
1839619,23060 17948 8736 39468 8277 47209 8833 37003 21137 16560 36036 27845 17097 12492 31504 29479 27966 45923 5491 13176 46969 6541 49044 22935 49583 23986 45007 18918 8174 30192
2124820,5393 24852 35221 16797 14636 34995 25804 2519 34789 41844
1031342,28934 47766
2255894,21137 9076 10326 13176
2254681,11777 46650 13897 32360 11408 34448 31404 8424 5390 12572 22825 43821 28985 42342 13176 17794 24964 16797 11182 34230 11712 37825 31720
1774084,13838 45613 19048 47209 19057 47223 23695 21137 30391 19678 43768 40706 39180 3874 17706 13147 5477 39275 38256 11143 22935 35750 21938 8174 46069
1600539,44544 28080 196 714 32993 38242 43631
2649117,23602 30904 19660 24852 30489 25890
957257,11776 46341 35210 42518 21019 22425 8352 7076 15269 16296 41771 9648 42555 28092 39877 37449 15820 37068 15694 45134 36697 37722 36058 16223 37729 41058
1621168,43295 45603 24489 42445 13176
158755,27521 24838 21903 39877 44359 27336 45007 33120 13176 17789
158761,1160 49273
1338411,47626 47144 21137 27307 36011 13176
814125,14874 8859 16797 2846 32691
2386994,35482 24852 19348 41396 19389 30696
3304499,46886 44632
2388112,31683 45190
3042358,5769 39954 35886 43352 15200 39275 13176 14715
528905,34320 41488 24489 27845 34128 29139 25705 30827 13176 18811
2649144,None
3390644,23044 38533 14218 21137 46747 16797 18094 28593 27344 49235 6631 40174 17652 13176
551999,8320 25472 44422 43654 10248 10895 5393 21267 2452 34584 45083 33956 17830 33198 27695 21038 43713 36036 37317 4421 27845 41806 39121 37971 22228 8277 27362 10351 27122 13176 30967 26104 37754
2178827,28289 47626 21137 49683 24852 35221 8087 44949 10108 28204 29487 28985 43961 40146 6615 9825 26209 40556 46064 26620 42110
354144,14881 6182 4138 27695 37197 45007 5612
1076290,47626 14867 12315 36389 13870 23634 5212 29277 35935 26209 20580 17530 28289 13988 41637 24242 13524 43758 2298 14592 29965 24852 8986 45866 44845 14678 35163 5991 27531 46990 9637 26032 7088 18883 31717 26604 42479 5114 3583
27716,5646 2450 13851 36640
2955703,33290 39947 18465 3631 2099 17461 8758 34380 43087 21083 47209 19057 117 28286 30353 23192 26790 35503 44765 30949 3330 42265 22825 46906 32578 329 8022 42342 18811 13740 41930 24010 27104 26620
552006,18818 31766 1069 3298
1862727,32486 22825 49075 38679 35547 41787 16415
158796,25890 42122 2326 4987 22556 20574
265747,47766 9934
1731662,26629 24852 30233 16797 11688 39475 33716 9550 13176
2560525,8518 20583 48935 9387 21137 27958 248
945233,28204
2518098,19348 9124 24231 28204 23341 27966
2582371,45007
2518100,35213 35887 16185 4799 27845 47209 9839 13176
1231718,14481 30233 15290 40396 4957 13176 2295 40571
1862742,7781 19057 13176
3173463,26369 260 37646 32655 21903 39928 18362 27966 27845 19660 19678 31717 47209 38383 4210 43122 13176
681828,24852 4796 20542 13646 35951 4605
27738,10017 25890
70159,24852 38689 27845 20345
1469535,21288 20940
3173472,24852 10017 17316 27966 49478 1511
1079087,36036 13702 31433 45866 3243 39276 13166 49039 17104 23374 17487 38739 35486
1993828,45190 45622 43967 15424 25408 30278 3271 49615 15057 41306 4455 42743 31102
3304551,32478 33319
158824,15124 33819 28842 47793 15925 19660 33231 46416 723 10070 5077 4317 26209 27238 4591 42352 44536 23803 46844 4605 44799
1207402,31651 1729 8803 33000 13176
3173483,32655 47766 14129 30391 28099 5450 6860 3917 42721 33768
2255980,33540 21903 21137 1940 16797 38689 28199 28985 9405 17600 8518 7781 10603 13176 10108
1703087,17281 14471 11913 47626 21903 34448 34451 24852 29077 34969 43545 16291 22825 28204 29487 38453 27316 33716 8381 45645 7260 34658 1891 47209 39275 25837 20345
2549804,37646 47766 8087 27724 31717 13176
2518129,22524
1122606,49192 28204 46650 46654 44201 5808 27325 41690 24799 33000 5876 24852 46886 4920 34126 4462 16759 27553 12719
2649204,24852
2387061,17615 22166 16797
243750,45064 30352 32403 24852 16797 24097 8637 35909 26312 18253 12508 48746 47357 49279
2025309,46088 33198
420985,10246 48679 38456 9839 47734 7806 39558 47766 34969 46260 24852 38689 14678 22888 7021 1408 17794 24964 22935 40396
2387067,None
2327214,11777 40196 17807 4006 24362 22956 44980 7861 4920 32712 2120 21333 13911 3425 32741 3048 43770
1126774,24852
945284,35458 260 37766 38799 5782 19892 16185 7881 31573 19173 21115 28157
2335188,31278 30307 47877 48988
552070,46129 47348
683143,19348 40348 43295 41771 22206 13176
2560535,42635 17615 19289
1993868,5876
3042445,36865 45066 49044 24852 21938 27845 2770 33754 30192
1338510,8193 20114 47766 33731
552080,31778 45619 17330 4595
1862801,17454 49235 35951 21137 47766 27845 42342
1541601,24852
3042452,13829 12941 30489 11712 27086
27798,7808 28199 12392 47626 14739 28535 42265
552087,14867 23579 48679 21543 48171 44622 8277 44632 18531 47209 24184 21137 30901 27336 19678 33000 24852 28985 28476 9534 27966 8518 9076 49044 35221 22935 432 22963
421019,10 24852 45603 48559 19894 22979 8021 35951 3957 47231
683165,23233 27845 47626 32655 24852 47766 30489 27966
2124959,18432 18747 19145 28921 41594
1577499,45862 36860
1600676,23322 26493 37687 45007 13521 22866 14947 13286 4605
2780326,40706 45066 44683 45453 21137 6808 18465 25890 4920 39877 5450 42828 6104 30949 16617 25705 48364 13176 46206
1862824,14897 24852
683178,44632 47766 30884 33065 16683 29487 13176 25466 21927 432 17902
683179,13176
1731757,27086 17878
201245,46049
327522,None
1337203,24964 20754 16083 5479 47209 9839
1076404,24852 35951
552117,14891 25138 41065 19057 21137 47766 37067 24830 27966 39275 27521 45007 41950
1816567,None
1207480,24852 31404 37590 38495 42078 17631 14949 1511 49520 43889
2256058,35221 1194 36397 33198 44632 3957
1731771,46720 17794 24964 47626 24852 22935 34969 36406 23622 46667 2643 36183 33120 28769 34658 14947 47209 20842 4605
1076413,40706 24964 47626 47766 26209
2124990,38274 12557 32655 21137 42265 33572 36011 11440 10307 28745 19660 27086 5077 18523 13541 13292 24561 33527 31612
3146111,39427 22025 49683 27690 11352 7781 48230 25705 47209 44661 11913 44683 38544 21162 47788 20655 23216 17600 41665 27845 4812 36086 35078 48395 31504 10017 4920 11078 23375 5991 10603 5491 13176 9595 17794 21903 49044 27548 36772 18370 33731 34243 45007 14814
3304641,37131 28 28842 13997 14536 22142
280452,33636 25718 45402 25246
552133,35914 47766 30949
158918,None
1469640,287 28204 37052
2387147,37766 21903 24852 48940 17224 35921 43735 49628 39275 35951 41588 13176 24184
1886400,47626 43789 37646 21903 21137 42768 22035 40723 8087 42265 33303 26790 35628 4920 15290 27966 17600 17224 35914 13517 24184 38739 41177 20574 27104 37220 5479 29941 13176 46969
2387149,2611 30489 21376 16797 49075
683215,15386 16797 18994 36792 48957 23634 48109
1828161,24852
2256082,27156 18465 23734 24024 30169 5482 13176
2232867,40706 7076
1862868,38400 22025 45066 24852 5782 16797 34986 25146 47941 1875 43483 46946 18792 34027 9068 41453 20082
2256088,20904 17395
158938,9189 21288 4724 27096 42265
3173595,11810 26317 27477 43352 39001 39275
158941,48679 47209 31343 28309 4799 24852 38689 7485 44359 16797 5537 47526 4605
812923,48364 21903 10831 41950 16759 13176 6046
2649316,16436
2125029,26088 44172 21137 13176
1600743,49683 24852 47766 47144 28985 26209 20842
1358294,329
290027,11520 14211 260 45578 34448 21137 2855 26949 19660 39275 19057 5491 13176
992671,8859
290031,35328 24852 27845
2649330,23719 31759 38768 13176
2649331,39190 41148 8390 28148
1380117,40332 24852 1181 4920 877 39408 4210
1763227,48775 47209
2518263,31651 36534
552186,31759 31651 46058 11759 13042
2582399,49026 31635 24852 38312 20904 48220 25199 15984
1731836,24583 47209 21616 19057 40706 3339 22849 31553 44359 34126 3957 13176 46969 27521 46979 24964 21903 22935 39877 45521 32734 27104 44008 10749
2125054,28476 27966 19660 48745 8174 5876
3173631,45066 47626 31371 24852 47766 22935 34969 39322 22556 25890 37158 48679 810 1712 45364 43961 48186 2121 43621
158977,40992
2256130,25346 29447 46616 36011 3896 34668 33791
1469699,16797 40124
1731847,44422 20114 39190 22556 44632 40545 26620
1469704,46979 47626 21903 24852 11933 29487 49 15290 19775 40571 23645 32864 33000 46331
1541605,4006 21573 40772 22995 18659 23909 41844 13823
3368834,None
290062,6184 21137 39863 10326 8571
27919,10761 17948 25138 48186 44642 30884 2228 48857 11018 40723 36164 13176 43394 17794 21938 45013 12283
290065,47626 18465 45603 47209 25230 13176 21903
3304723,35594 46226 24852 31640 8381 9155
158996,8193 37774 24852 8859
814359,21137 24852 47766 27845 6740 39275
290073,12324 47792 7398
1207578,8859
345727,24852 47144 20082 13176
421150,13914
552224,17794 6789 40332 21903 18834 49683 9755 1700 8744 29487 44085 24637 39247 7631 5077 1368 2525 27360 32747
2256161,35561 5769 21903 19348 26104 8571
1862946,45066 6680 30776 26209 21137 24838 24852 44359 14702 17794 46979 6046
1490139,47766 24852 47438 8536 38293 29615 28642
159012,26369 28204 45 41557 25837 5750
2363953,21137 47900 25890 18594 49191 14778 37067
577047,45066 43662 23192 42016 38689 39519 33250 3172
310492,25490 8087 36123 17579 436 32831 32717 25949 31981 45681
2387244,12341 13176
2780461,26376 2326 47639 8859
814383,40198 2708 17183 46886 49605 26324 17758 31215 13176
197334,19125 23288
552241,3849 24852 23254 36316 21614 42611
2649395,10768 29307 26369 11018 10017 13176 27086
945460,43352 19660
3042614,26165 48370 13176
1048537,22849
1293535,24838 21903 8859
219157,12316
1731903,5976 33178
2998592,47885 21903 11888
1076546,30731 41596 21903
1862979,7695 35951 7308 23804 36606 38164 13176 6532 37807 24506 43988
3042628,46347 14379
3304773,27156 21096 47209 35951 31915 2781 5876 21775 30489 36149 7493 25931 13176 22395 39928
2387271,44683 12341 13176
1076552,42244 41220 43014 13198 21903 24852 47766 13083 29987 12980 29755 44632 7130
1271692,47626 40545 26209 24184 33401 2210 14084 20842 27521 2962 6046 1463 9689 45535
3042636,22025 24852 16797 38689 12206 27695 17652
2649423,3599 10771 8239 34448 11408 17579 27845 27344 39137 17652 28934 24852 6948 46906 11068 25949 37220 40310 36772 39408 4605
290128,14858 23695 32655 17429 6046 28204 49075 24631 43961 22474 27104 20710 31342 40310 45948
552274,24964 35504
1207635,26133 27845
2256212,47766 27695 16560
27989,46738 16797 36640 4920
2822713,12945 38817 29487 48183 15290 46656 12099 48199 4942 7001 8424 3307 43889
900324,47931 13890
1315386,14852 36923 32854 23650 14947 34969 35997 24235 6317 4799 24852 9020 42828 5479 21376 27086
2192907,27845 27625 37646 19057 16083 8277 13176
3042656,21137
2256226,46088 40458 12690 24852 32793 14252 33589 9405 28738 37213 18534 46703
2387299,17615 24852
2649444,28934 24852 2326 22935 25890 29487 26298 19145 5449 34786 47209 30442 42736
2256230,47626 5161 30391 47866
552295,31683 24964 46692 47626 27344 27093 28985 49247
159080,27521 20995 24838 10761 39180 21903 42016 13870 34134 1376 19173 8424 25837 31343 890 4605
1863017,10753 47209 6774 21137 30391 23233 5876 27966 8518 4942 13176 27521 46979 38809
2571635,17924 22218 40939 18067 42360 41625
2518380,26497 17795 14473 22667 35740 21938 14146 23909 31717 34024 9076 24184
3304816,46665 44910 43086
808369,32519 13834 48015 8104 42804 45531 38390
945523,258 34565 29447 37766 46088 20876 34444 37646 46739 36259 9124 47531 28204 29104 17200 1203 4920 21949 6348 5077 44632 18011 34658 31461 5750 13176
1863030,24852 42265 44895
945529,4472 14036
683387,18272 20995 33957 47626 22963 24852 14870 30776 20794
3042684,3957 21903
1338749,26634 19660
1207678,17429 35951 41658 24852 17794 21903 35221 20383 31717
28033,20144 33000 17803
1931871,40198 37646 41238 16797 38689 18465 18599 28593 47439 47209
1207683,38311 21100
1076613,33041 43154 19348 16920 28836 28204 4210
463425,8478 35536
1600906,47626 34358 28849 41149 41787 8518 44359 38739 17794 21903 8087 39877
2780556,46979 2694 20632 11712 22224
791106,18418 12276
1207694,13176
2649488,21903 21137 40120
28049,24964 9092 16908 21903 22935 5785 8736 45224 19782 13517 47209 3952 5876
2649491,46562 48142 4920
1424622,21292 21903 38768 12341 40120
159126,39696 26899 41363 11543 15892 18465 29221 19508 4799 17105 20564 22367 1379 40678 36717 19057 13176 46584
2125207,21903 24852 17949 9637 28226 19660 210 21616 12144 13176 31343
421272,21137 14999 1204 39108 5077 29811
1315396,11140 45066 34448 21137 49683 27156 47766 2716 27690 28597 37687 44728 43961 18362 25146 28862 45633 1090 22474 41549 23630 11352 33754 25197 13176 43643 17149
1994140,13259
1009562,6234 47209 23165 21137 30391 37067 27877 40706 15153 38777 22963
1469854,47626 48679 25890 22935 27086
2953797,2962 30233 44449 48679 13517 26209 31717 21616
2649505,15872 36865 10768 6705 31288 49235 8277 18027 5240 37003 21137 47766 24221 30391 43221 1244 33000 40174 43768 40706 42244 28946 21267 24852 8467 42265 28465 13629 27966 23881 41290 13646 5491 21903 2966 43961 39877 13779 28628 11737 23029
814500,35752 31542 23734 27330
1732005,30659
1863079,36865 23044 47630 21137 40723 40852 24852 41364 19348 10912 26915 15011 48679 23977 4793 43068 27966 28745 5451 45007 46676 27104 1890 30442 12016 11123 48894
1600937,24964 24852 17044 47766 21938 27966 36550 26209 31717 19057 18811
1253552,20213
3063026,40706 27521 24964 38274 651 38289 24852 21405 5025 3896 45633 12872 34126 27344 17872 21616
421295,11266 31759 38928 20518 45613 12341 38978 14414 49235 13914 14444 31883 13966 20641 5312 26348 37710 22362 16732 23915 13176 31651 20940 46061 47097 14334
945586,8193 25890 14981 45066 19053 21903 21616 35951 43858 24852 28985 46654
814516,5640 14491 1185 17630 4853 24852 43373 9076 16249 10125 7591 30121
552373,47626 23079 8277 26209 47209 43662 30353 40604 4781 22224 33000 21230 24852 42265 30489 12576 13629 25931 13646 34128 33623 13176 10121 38322 19895 10172 19398
28089,24852 38200
2387387,40706 46227 8088 11422 38827 4269 23233 16840 39276 13565
1994174,9124 48186
1600959,47626 21903 49683 16797 13646 26209
2911682,48679 28204 28745 36011 11520 29447 22298 13176 24964 16797 43961 38383
1732037,3717 17672 37646 2326 9124 7076 22825 6187 14766 47792 18873 3274 7673 25043 49247 17766 47209 43760 33399 16249
550817,17449 28204 4671 36443 24184 42625 45186 2180 26283 34487 40633 23803 43772 44799 2305 260 41225 27403 24852 13643 23414 37241 17791 27020 16797 5025 1965 32689 34234 40897 4562 19953 4605
2387401,46654 48588 3917 6873 41950 31717 47209 13176 39928
1732042,21903 47156 4472
3042765,651 21137 8571
683471,36865 26629 3590 17982 45635 29262 18523 27761 33460 21704 6348 21709 46802 32478 24799 34024 43279 24852 27413 19734 11543 37675 28465 5445 17224 44375 4447 22882 33122 7533 20339 15741 16797 17311 33198 33716 38844 5077 10714 49123 26604 7677 33791
1994195,36865 1930 21903 24852 26521 36011 28465 27344 24799
945622,48679 43643 27845 19660 16589 23288 26364 24841 8518 13176 32655 25013
683480,8048 32478
1402788,13176
3215951,19660
1207772,6182 39475 19057 35504 5876 13176 1463 26090
1863134,5450 11858 43352 5876 13176
552419,17070 42562 28232 31305 19068
814565,12419 43789 22935 20382 33572 48679 27695 18352 44848 43961 17338 11452 34243 329 43086 8654 5328 28240 45007 23645 46820 13031 26856 33000 47209 26604 21614 38383 21616 16241 23926
3042790,29848 3873 47141 48370
2527994,21195 7948 4149
255152,None
2125292,22537 16398 45603 13870 28745 44632 24184 9339 29307 12941 5785 11440 15579 25340 40706 20738 49416 7948 37646 42265 22825 9020 42828 14183 34668 41844 46979 45446 36772 1463 45007
1732077,27020 36763 16696 29905 8277 46049 46969 5884
2125302,23296 32523 33548 32655 30233 44479 46676 47209 31338 12013 44156
1601016,11520 3457 10246 37646 24852 22935 24489 4138 47280 4920 34126 46802 11992 4697 43122 27509 12797
1076729,31506 11199 45007 43122
1207802,41131 31036 30036 28155
1490175,2612
485290,24852 17454 19660 45007 18656 5479 39275 890
1732095,40723 8859 11182 21050 22217 21708 11344 33754 12384 13176
2931968,30776 9839 21137 47766 45737 1244 30949 34034 10519 42265 38689 25890 27966 34126 1999
2256386,47141 28204 15424 20073 9387 32477 37646 24852 19734 30999 18721 16696 13176 32156 33198 26038 33791
1863171,10768 24852 15649 45123
1994244,5262 11712 36036 10070 46820 47209 39276 36606
2911749,24852 9623 11826 38739
159240,25256 19511 8512 36839 42736 4210 15359
814603,38400 25495 20298 3820 36603
2844589,36865 35951 14127 329 41290 6104
376067,47626 4149 148 47766 1194 48825 16096 47329 19171 48370 27966 13176 46979 6585 49610
35447,40706 2562 47626 37630 21903 21009 49683 24852 22935 18479 21938 22451 1203 20280 25533 42557 13629 46913 44359 21195 9036 39121 2002 35547 41950 26209 33000 47209 48745 18159 21616 23537 43768 10749 24830 3583
1469974,47626 45066 47630 46206 21137 36039 30450 5373 12545 24852 27966 12614 8518 36695 21903 35221 432
2036313,14467 36011 3779 47209
1732120,21137 38293 42265 39877 37067 43735 47209 8424 23543
3042841,36101 47766 27966 49235
3304986,46979 6287 14874 8736 45603 48559 41271 20794 33120 26209 39275 15984 5746 11123 46709 13176
28187,21385 5258 21288 37687 31805 37317 43352 39275 22900
2911772,None
552488,34249 29557
814633,43619 49318 47209 25931 27086 9618 43445 1112
1863210,7539 9018
2125357,13496 25837 13176 48527 46045
1207854,5262 39276
1053277,3873 3126 27325
2742684,47626 21616 47766 4799 37687 28985 9020 19348 35221 22935 33716 34262
888548,45948 40872 38444 1194 36425 34121 13524 28129 13176
2387507,47114 43552 23085 48205 9387 25830 25869 24852 12099 23909 18805 32641 46049
1555721,21903 24852 21938 25533 27966 43086 28537 43772
2069722,1729 27845
1490186,25146 46979 18879 45541
1863230,26131 49192 7781 19057 21137 5303 6933 3957 13176 27548 22465 22993
2256447,8460 37654 8859 16797 31683 27845 6341 44368 41950
1076803,28204 44632 9840 10374 44177 35004 46341 260 43352 1391 9076 37250 13203 40354 7103 32747
1732164,37067
552517,44422 49075 19802 31964 9076
683592,43394 47626 37646 24852 29326 36389 37029 30505 28204 29623 16363 9715 39924 4989
1732169,21288 12341
1384493,None
2130826,None
2649679,6046 14399 4605
290385,2120 30696
290386,15618 13712 43154 32665 47141 18512 11123
1315427,18465 27845
3042900,21137 24852 35221 18465 20899 26283 36406 28226 9839 43643
3173973,20738 30340 23048 19348 16953 44475 714 39117 34254 17616 33636 18414 30062
3042903,29698 37250 2180 8204 25740 3856 11281 20114 7186 24852 49683 8732 10912 15269 29095 26922 14379 33452 28204 29487 32689 16057 38714 5818 27720 714 14168 47577 7644 18019 45290 19051 21868 26094 6128 40310 34940 44925
2232932,47209 4210 34574
1076828,21137 45763 27845 37646 24852 29487 8518 39275 21903 30169
159325,35336 8087 6187 45504 3957
2911838,11520 45066 24852 45007 33120 21616
2851947,9862 28204
552546,2314 9741 35221 13212 45864 48171 11068 26209 20345
120648,9808
290407,8710 37141 16759 13176 12667 27104
2256492,16414 21157 6974 6212 41929 40310
2518637,45190 27985
1076850,None
2649717,14725 46088 2120 31081 38444 12013
1994358,40332 13474 22695 45868 30391 36923 47209 43115 31102
1774185,21903
2518649,14697
552571,None
2125436,19953 11123 31231
1470077,350
3042942,38531 44422 47626 37646 24852 47766 2966 25753 5785 18465 33572 47403 3896 26047 5077 7539 9076 46969
552575,None
552580,27388 24852 10032 5077
3042950,48559 17615
354241,28199 6201 16443 703 33351 2512 18394 48867 13679
2125448,38400 24852 8228
1601161,11365 32689 33147 13176 16283
2911882,37410 36036 5258 8024 30710 32508
1031447,45066 3599 47672 21137 24852 4920 35221 17316 30668
3019373,None
552592,21903 24852 30233 47141 28204 27440 28465 19171 21349
996053,49683 25705 31915 4796 48364 24852 23854 22849 24964 21903 16797 39928
1140675,30353 1811 24852 16797 43295 31404 10673 44855 6719 5976 34262 10965 36316 352 10468 16365 41714
3305110,31651 41400 16714 37710 22362 17122 6760 46061 13176
945818,15424
28316,26119 40332 21137 49683 24852 10673 44085 35909 24273 32211 44632 36070 1511 2029 4085 7413 46327 35199
2780831,1158 48007 32781 13198 21903 2067 24852 30489 6948 28199 6187 45613 1712 39099 41787 18128 46802 9825 40545
683680,38689 27845 40692
552610,13966 13634 38978
683684,30233 36011 18234 27104 26209 31720 16759
1207973,19078 21137 33065 15285 38200 34389 17631 31981 755 10613 5884 5375
159398,16650 38159 8087 46969 162 22451 42944 20316 47209 20082 46584
276048,21386 21903
814761,43352 39275 21137 13176
3042986,13866 34358 27801
2518700,20995 33156 21903 47766 31258 2979 6948 31927 16185 15950 43621 48104 33642 31343 13176 38012
3042990,3856 12564 22395 6187 28083 11827 9016 46522 26040 6340 46920 37449 44632 43867 27742 35042 15221 47226 11773
1207984,18721 7781 30696
2780849,24852 40311
1339058,26604 48527 18811
2125492,42625 7717 6878
2518711,2962 44331
1908239,20940 46061 33279
814778,10255 27033 33050 12191 4895 40 14634 23341 38200 31355 33852 34878 9535 17983 17859 4290 41290 25686 23909 35430 32492 12909 10350 23413
1339069,44562 38948 28204 34898 27761 11422 21709 35537 46817 26348 40214 17712 41787 17224 40285 34660 21351 2962 36259 432 27117 36349 33791
1424672,24852 13629 25949 117
3043010,24852
2780867,5077
1512054,None
2649798,1408 34050 24852 20502 34969 16797 15390 3390 20561 26604 44142 21497
2759321,7521 46886 12427 21137 38164 25718 8087 33754 27966
1732297,17122 196 7131 6184 11913 26900
2649802,40961 35921 41065 47209 35951 28373 33120 13176 36253 43961 45007
28363,1025 20995 47626 16398 21019 48679 47766 9387 30391 26369 22825 27966 13176 21903 2462 13780
1868959,16997 24852 4472 45445 31683
814799,4210
2125520,40706 48006 27811 22713 4799 15693 4302 2132 14678 21872 18288 25332
28369,46979 44683 21903 22935 920 12341 30391 28985 41950 27104 8424 1640 13176
1234939,14992 24852 38562 17828 32689 8518 36070
171161,1729 33768 21137 46802 13176 43352
3305178,16283 23985 42392 33147
3174108,47626 24964 32655 24852 16797 4920
3174109,44632 4921
3390757,35652 22900 13176
2256610,1940 25494
3043043,35269 43720 21769
813009,16797 27966 43352 26604
3043051,196 6184 47402 8525
1105169,None
945902,27086
1863409,47626 20114 24852 47766 44570 30391 27966 31717 39928 10749
2910163,24852 35221 20119 34969 21936 34243 27086 27344 8277
2757246,22422 5782 27683 7990 14519 41273 11845 839 40009 48205 79 17872 22374 47209 32747 36848 9076 45948
2125558,3752 46842
1208055,21903 16185 27845 12258 40174 34423 13176
1994488,47209 21137 13176 39877 27845
2911995,29447 47766 47672 23233 41290 44504 23644 39527 37103
2283590,39820 24852
1686826,None
2256638,39929 39275 28285
1994496,None
1339141,28427 24852 27237
2125574,47766
421639,28199 46650 6210 2643 44632 8021 2962 16797 32717
421640,44632
1208073,26768 35503 34126 7381 43504 16254
140611,None
2254807,222
1732365,24964 47626 21903 21137 47766 48679 28985 25533 21057 35140 13380 9036 45007 42585 8424 13176
3174158,11520 21903 17948 43961 41149 47209 21616 7035 44669
1208081,10673 17617 28754 22754 23909
1077010,19660 27086 31717 5479
2648935,11784 21137
2912021,13848 44632 47209 25199 43194 24852 27966 21903 22963 43961 17878
290583,4210
2912024,37262 36691 11123 31231
594564,44422 1158 21903 21137 49683 24852 47766 47144 30252 4920 46802
814874,39561 41866 19084 21137 14874 16668 22825 39475 44479 45763 17630 40174 13176 895
337015,None
1863453,25146 32915 24852 2966
1110516,39877 46886 40198 21137 13176 27966
421666,19057 21137 45810 3957 5015
1208099,22017 9736 31404 14131 3389 36551 17615 48851 5077 31964 27360 33129 3693
1967376,40706 14084 20842 45930
2912038,22017 29193 45 15410 43070 33351 36459 8424 46842 29487 25903 17251 20842 46979 6552 35289 13803 42495
2256680,27012 45066 24852 28842 20298 39275
1863465,15906 47154 34358 47672 25659 12872 26209 19057 43633 46206 4605 47766 27845 30406 13014 22238 33000 13565 24852 35633 43868 36724 4472 21903 20382 45007 13292 10749
2473266,48679 27966 45007 13176
3043118,11925 7838 49481 32478 3689
2125615,46725 16647 40332 5450 8424
1470256,20509 48702
1471791,47626 24852
683826,4486 38647 31630 31506 10130 3243 24499 11576 28985 19008 31188 45013 22115 31717 6774
28467,47626 22035 27156 18465 49235 49236 18531 47209 21137 35510 30391 21174 11452 27845 40709 10017 40310 13176 40396 27086 45007
1352309,None
2410163,26914 21137
3043126,34434 27652 32156 3122 46026 350 21883
332425,42557 13176
3043128,22035 30489 31258 5020 43295 45866 31040 19660 21709 21326
1077049,28204 45 39993 10814 48205 18531 5240 11408 21137 34969 28849 19678 8424 5876 21267 40724 14651 34126 22888 13176 26497 43394 24964 16797 47601 4605
